2.5,5,1.7,-0.5,-0.5,4
2.6418,5.2984,1.6342,-0.76957,-0.51085,4.8192
2.5889,5.2639,1.7265,-0.69849,-0.54924,4.7021
2.5862,5.2661,1.727,-0.71,-0.55538,4.7125
